,Unnamed: 0,country_code,city,longitude,latitude,Date,endsampling,duration,i131,cs134,cs137,geometry
0,0,SE,RISOE,12.07,55.7,1986-04-27,0,24.0,1.0,0.0,0.24,POINT (12.07 55.7)
1,1,SE,RISOE,12.07,55.7,1986-04-28,0,24.0,0.0046,0.00054,0.00098,POINT (12.07 55.7)
2,2,SE,RISOE,12.07,55.7,1986-04-29,12,12.0,0.0147,0.0043,0.0074,POINT (12.07 55.7)
3,3,SE,RISOE,12.07,55.7,1986-04-29,0,12.0,0.00061,0.0,9e-05,POINT (12.07 55.7)
4,4,SE,RISOE,12.07,55.7,1986-04-30,0,24.0,0.00075,0.0001,0.00028,POINT (12.07 55.7)
5,5,SE,RISOE,12.07,55.7,1986-05-01,0,24.0,0.00053,0.0,0.0002,POINT (12.07 55.7)
6,6,SE,RISOE,12.07,55.7,1986-05-02,0,24.0,0.0176,0.0,0.00022,POINT (12.07 55.7)
7,7,SE,RISOE,12.07,55.7,1986-05-03,0,24.0,0.2239,0.00212,0.00356,POINT (12.07 55.7)
8,8,SE,RISOE,12.07,55.7,1986-05-04,12,12.0,0.41,0.0142,0.0227,POINT (12.07 55.7)
9,9,SE,RISOE,12.07,55.7,1986-05-04,0,12.0,0.264303,0.014342,0.023966,POINT (12.07 55.7)
10,10,SE,RISOE,12.07,55.7,1986-05-05,12,12.0,0.362,0.00965,0.01544,POINT (12.07 55.7)
11,11,SE,RISOE,12.07,55.7,1986-05-05,0,12.0,0.28,0.0046,0.007409999999999998,POINT (12.07 55.7)
12,12,SE,RISOE,12.07,55.7,1986-05-06,12,12.0,0.334,0.0073,0.0124,POINT (12.07 55.7)
13,13,SE,RISOE,12.07,55.7,1986-05-06,0,12.0,0.16399999999999998,0.0039,0.0064,POINT (12.07 55.7)
14,14,SE,RISOE,12.07,55.7,1986-05-07,0,24.0,0.496,0.0824,0.1544,POINT (12.07 55.7)
15,15,SE,RISOE,12.07,55.7,1986-05-11,0,96.0,0.017902,0.007964,0.014449000000000004,POINT (12.07 55.7)
16,16,SE,RISOE,12.07,55.7,1986-05-13,0,48.0,0.004299,0.000464,0.000739,POINT (12.07 55.7)
17,17,SE,RISOE,12.07,55.7,1986-05-14,0,24.0,0.008251999999999999,0.001236,0.002272,POINT (12.07 55.7)
18,18,SE,RISOE,12.07,55.7,1986-05-15,0,24.0,0.0032450000000000005,0.000487,0.0008810000000000002,POINT (12.07 55.7)
19,19,SE,RISOE,12.07,55.7,1986-05-16,0,24.0,0.001505,0.000169,0.000292,POINT (12.07 55.7)
20,20,SE,RISOE,12.07,55.7,1986-05-17,0,24.0,0.002772,0.000451,0.0007830000000000001,POINT (12.07 55.7)
21,21,SE,RISOE,12.07,55.7,1986-05-18,0,24.0,0.001664,0.000388,0.000745,POINT (12.07 55.7)
22,22,SE,RISOE,12.07,55.7,1986-05-19,0,24.0,0.002248,0.001367,0.002421,POINT (12.07 55.7)
23,23,SE,RISOE,12.07,55.7,1986-05-20,0,24.0,0.002507,0.001439,0.002599,POINT (12.07 55.7)
24,24,SE,RISOE,12.07,55.7,1986-05-21,0,24.0,0.002007,0.0007830000000000001,0.001323,POINT (12.07 55.7)
25,25,SE,RISOE,12.07,55.7,1986-05-22,0,24.0,0.00281,0.001022,0.001773,POINT (12.07 55.7)
26,26,SE,RISOE,12.07,55.7,1986-05-25,0,72.0,0.001805,0.001221,0.002275,POINT (12.07 55.7)
27,27,SE,RISOE,12.07,55.7,1986-05-26,0,24.0,0.001029,0.000749,0.0013,POINT (12.07 55.7)
28,28,SE,RISOE,12.07,55.7,1986-05-27,0,24.0,0.000517,0.000315,0.000594,POINT (12.07 55.7)
29,29,SE,RISOE,12.07,55.7,1986-05-28,0,24.0,0.000482,0.000196,0.00033,POINT (12.07 55.7)
30,30,SE,RISOE,12.07,55.7,1986-05-29,0,24.0,0.000533,0.000146,0.00033,POINT (12.07 55.7)
31,31,DE,AACHEN(DWD),6.1,50.76,1986-05-02,8,24.0,1.905,0.5920000000000001,,POINT (6.1 50.76)
32,32,DE,AACHEN(DWD),6.1,50.76,1986-05-03,8,24.0,2.257,0.5920000000000001,,POINT (6.1 50.76)
33,33,DE,AACHEN(DWD),6.1,50.76,1986-05-04,8,24.0,0.684,0.2,,POINT (6.1 50.76)
34,34,DE,AACHEN(DWD),6.1,50.76,1986-05-05,8,24.0,0.07400000000000001,0.0,,POINT (6.1 50.76)
35,35,DE,AACHEN(DWD),6.1,50.76,1986-05-06,8,24.0,0.054000000000000006,0.022,,POINT (6.1 50.76)
36,36,DE,AACHEN(DWD),6.1,50.76,1986-05-07,8,24.0,0.04,0.0081,,POINT (6.1 50.76)
37,37,DE,AACHEN(DWD),6.1,50.76,1986-05-08,8,24.0,0.0085,0.0012,,POINT (6.1 50.76)
38,38,DE,AACHEN(DWD),6.1,50.76,1986-05-09,8,24.0,0.0067,0.0005,,POINT (6.1 50.76)
39,39,DE,AACHEN(DWD),6.1,50.76,1986-05-10,8,24.0,0.0052,0.0007,,POINT (6.1 50.76)
40,40,DE,AACHEN(DWD),6.1,50.76,1986-05-11,8,24.0,0.0063,0.0007,,POINT (6.1 50.76)
41,41,DE,AACHEN(DWD),6.1,50.76,1986-05-12,8,24.0,0.006,0.001,,POINT (6.1 50.76)
42,42,DE,AACHEN(DWD),6.1,50.76,1986-05-19,8,24.0,0.0029,0.00082,,POINT (6.1 50.76)
43,43,DE,AACHEN(DWD),6.1,50.76,1986-05-26,8,24.0,0.0017,0.0007700000000000001,,POINT (6.1 50.76)
44,44,DE,AACHEN(RWTH),6.1,50.76,1986-05-01,17,8.55,0.0,0.07,,POINT (6.1 50.76)
45,45,DE,AACHEN(RWTH),6.1,50.76,1986-05-02,8,13.3,0.0,0.98,,POINT (6.1 50.76)
46,46,DE,AACHEN(RWTH),6.1,50.76,1986-05-02,12,2.0,0.0,1.6,,POINT (6.1 50.76)
47,47,DE,AACHEN(RWTH),6.1,50.76,1986-05-02,14,2.0,0.0,0.92,,POINT (6.1 50.76)
48,48,DE,AACHEN(RWTH),6.1,50.76,1986-05-02,17,2.0,0.0,0.56,,POINT (6.1 50.76)
49,49,DE,AACHEN(RWTH),6.1,50.76,1986-05-02,19,2.0,0.0,0.7,,POINT (6.1 50.76)
50,50,DE,AACHEN(RWTH),6.1,50.76,1986-05-03,8,12.0,0.0,0.0,,POINT (6.1 50.76)
51,51,DE,AACHEN(RWTH),6.1,50.76,1986-05-03,11,2.0,0.0,0.0,,POINT (6.1 50.76)
52,52,DE,AACHEN(RWTH),6.1,50.76,1986-05-03,13,2.0,0.0,0.0,,POINT (6.1 50.76)
53,53,DE,AACHEN(RWTH),6.1,50.76,1986-05-03,16,2.0,0.0,0.36,,POINT (6.1 50.76)
54,54,DE,AACHEN(RWTH),6.1,50.76,1986-05-03,18,2.0,0.0,0.27,,POINT (6.1 50.76)
55,55,DE,AACHEN(RWTH),6.1,50.76,1986-05-03,21,2.0,0.0,0.0,,POINT (6.1 50.76)
56,56,DE,AACHEN(RWTH),6.1,50.76,1986-05-04,15,4.0,0.0,0.03,,POINT (6.1 50.76)
57,57,DE,AACHEN(RWTH),6.1,50.76,1986-05-05,9,12.4,0.0,0.02,,POINT (6.1 50.76)
58,58,DE,AACHEN(RWTH),6.1,50.76,1986-05-06,19,8.0,0.0,0.03,,POINT (6.1 50.76)
59,59,DE,AACHEN(RWTH),6.1,50.76,1986-05-07,9,14.1,0.0,0.008,,POINT (6.1 50.76)
60,60,DE,AACHEN(RWTH),6.1,50.76,1986-05-07,18,8.0,0.0,0.006,,POINT (6.1 50.76)
61,61,DE,AACHEN(RWTH),6.1,50.76,1986-05-08,7,13.0,0.0,0.0,,POINT (6.1 50.76)
62,62,DE,AACHEN(RWTH),6.1,50.76,1986-05-09,8,15.0,0.0,0.006999999999999999,1.1840000000000002,POINT (6.1 50.76)
63,63,DE,AACHEN(RWTH),6.1,50.76,1986-05-10,10,25.0,0.0,0.0,,POINT (6.1 50.76)
64,64,DE,AACHEN(RWTH),6.1,50.76,1986-05-11,17,31.3,0.0,0.0,1.221,POINT (6.1 50.76)
65,65,DE,AACHEN(RWTH),6.1,50.76,1986-05-12,18,24.3,0.0,0.001,,POINT (6.1 50.76)
66,66,DE,AACHEN(RWTH),6.1,50.76,1986-05-13,19,24.0,0.0,0.001,0.411,POINT (6.1 50.76)
67,67,DE,ANSBACH,10.59,49.3,1986-04-29,0,24.0,0.69,0.0,0.56,POINT (10.59 49.3)
68,68,DE,ANSBACH,10.59,49.3,1986-04-30,0,24.0,5.8,0.0,2.9,POINT (10.59 49.3)
69,69,DE,ANSBACH,10.59,49.3,1986-05-01,0,24.0,5.626,0.0,3.014,POINT (10.59 49.3)
70,70,DE,ANSBACH,10.59,49.3,1986-05-02,0,24.0,2.9,0.0,2.17,POINT (10.59 49.3)
71,71,DE,ANSBACH,10.59,49.3,1986-05-03,0,24.0,1.4,0.0,0.96,POINT (10.59 49.3)
72,72,DE,ANSBACH,10.59,49.3,1986-05-04,0,24.0,0.3670000000000001,0.0,0.263,POINT (10.59 49.3)
73,73,DE,ANSBACH,10.59,49.3,1986-05-05,0,24.0,0.622,0.0,0.625,POINT (10.59 49.3)
74,74,DE,ANSBACH,10.59,49.3,1986-05-06,0,24.0,0.14800000000000002,0.0,0.11,POINT (10.59 49.3)
75,75,DE,ANSBACH,10.59,49.3,1986-05-07,0,24.0,0.038,0.0,0.022,POINT (10.59 49.3)
76,76,DE,BERLIN-WEST,13.42,52.5,1986-04-29,12,24.0,0.08800000000000001,0.0,0.0012,POINT (13.42 52.5)
77,77,DE,BERLIN-WEST,13.42,52.5,1986-04-30,12,24.0,2.64,1.021,,POINT (13.42 52.5)
78,78,DE,BERLIN-WEST,13.42,52.5,1986-05-01,12,24.0,0.85,0.318,0.0,POINT (13.42 52.5)
79,79,DE,BERLIN-WEST,13.42,52.5,1986-05-02,12,24.0,0.09,0.0037,,POINT (13.42 52.5)
80,80,DE,BERLIN-WEST,13.42,52.5,1986-05-03,12,24.0,0.215,0.0026,0.0026,POINT (13.42 52.5)
81,81,DE,BERLIN-WEST,13.42,52.5,1986-05-04,12,24.0,0.8140000000000001,0.115,,POINT (13.42 52.5)
82,82,DE,BERLIN-WEST,13.42,52.5,1986-05-05,12,24.0,0.5329999999999999,0.118,0.0015,POINT (13.42 52.5)
83,83,DE,BERLIN-WEST,13.42,52.5,1986-05-06,12,24.0,0.451,0.04,,POINT (13.42 52.5)
84,84,DE,BERLIN-WEST,13.42,52.5,1986-05-07,12,24.0,0.728,0.087,0.00154,POINT (13.42 52.5)
85,85,DE,BERLIN-WEST,13.42,52.5,1986-05-08,12,24.0,0.26,0.115,,POINT (13.42 52.5)
86,86,DE,BERLIN-WEST,13.42,52.5,1986-05-09,12,24.0,0.012,0.0011,0.0,POINT (13.42 52.5)
87,87,DE,BERLIN-WEST,13.42,52.5,1986-05-10,12,24.0,0.01,0.00037,,POINT (13.42 52.5)
88,88,DE,BERLIN-WEST,13.42,52.5,1986-05-11,12,24.0,0.0063,0.00074,0.14,POINT (13.42 52.5)
89,89,DE,BERLIN-WEST,13.42,52.5,1986-05-12,12,24.0,0.0053,0.0007700000000000001,,POINT (13.42 52.5)
90,90,DE,BERLIN-WEST,13.42,52.5,1986-05-19,12,168.0,0.0074,0.00204,2.0,POINT (13.42 52.5)
91,91,DE,BERLIN-WEST,13.42,52.5,1986-05-26,12,168.0,0.0012,0.00057,,POINT (13.42 52.5)
92,92,DE,BROTJACKLRIEGEL,12.78,49.2,1986-04-29,0,24.0,2.2,0.0,0.83,POINT (12.78 49.2)
93,93,DE,BROTJACKLRIEGEL,12.78,49.2,1986-04-30,0,24.0,19.65,0.0,11.1,POINT (12.78 49.2)
94,94,DE,BROTJACKLRIEGEL,12.78,49.2,1986-05-01,0,24.0,15.6,0.0,8.8,POINT (12.78 49.2)
95,95,DE,BROTJACKLRIEGEL,12.78,49.2,1986-05-02,0,24.0,1.38,0.0,0.55,POINT (12.78 49.2)
96,96,DE,BROTJACKLRIEGEL,12.78,49.2,1986-05-03,0,24.0,1.31,0.0,1.42,POINT (12.78 49.2)
97,97,DE,BROTJACKLRIEGEL,12.78,49.2,1986-05-04,0,24.0,1.25,0.0,1.12,POINT (12.78 49.2)
98,98,DE,BROTJACKLRIEGEL,12.78,49.2,1986-05-05,0,24.0,0.77,0.0,0.59,POINT (12.78 49.2)
99,99,DE,BROTJACKLRIEGEL,12.78,49.2,1986-05-06,0,24.0,0.49,0.0,0.36,POINT (12.78 49.2)
100,100,DE,BROTJACKLRIEGEL,12.78,49.2,1986-05-07,0,24.0,0.5,0.0,0.36,POINT (12.78 49.2)
101,101,DE,BROTJACKLRIEGEL,12.78,49.2,1986-05-08,0,24.0,0.025,0.0,0.027000000000000003,POINT (12.78 49.2)
102,102,DE,FREIBURG(BZS),7.87,48.0,1986-04-30,17,3.38,0.76,0.15,0.56,POINT (7.87 48)
103,103,DE,FREIBURG(BZS),7.87,48.0,1986-05-01,7,11.55,0.77,0.078,,POINT (7.87 48)
104,104,DE,FREIBURG(BZS),7.87,48.0,1986-05-01,15,8.0,2.1,0.34,1.1,POINT (7.87 48)
105,105,DE,FREIBURG(BZS),7.87,48.0,1986-05-01,21,6.0,3.8,1.09,,POINT (7.87 48)
106,106,DE,FREIBURG(BZS),7.87,48.0,1986-05-02,7,10.4,5.7,2.1,0.89,POINT (7.87 48)
107,107,DE,FREIBURG(BZS),7.87,48.0,1986-05-02,11,4.12,5.0,1.8,,POINT (7.87 48)
108,108,DE,FREIBURG(BZS),7.87,48.0,1986-05-02,15,3.43,3.9,1.4,0.53,POINT (7.87 48)
109,109,DE,FREIBURG(BZS),7.87,48.0,1986-05-02,19,3.35,2.6,0.41,,POINT (7.87 48)
110,110,DE,FREIBURG(BZS),7.87,48.0,1986-05-03,9,13.32,1.3,0.35,0.38,POINT (7.87 48)
111,111,DE,FREIBURG(BZS),7.87,48.0,1986-05-03,13,4.38,1.46,0.33,,POINT (7.87 48)
112,112,DE,FREIBURG(BZS),7.87,48.0,1986-05-04,13,24.17,0.36,0.11,0.05,POINT (7.87 48)
113,113,DE,FREIBURG(BZS),7.87,48.0,1986-05-05,8,18.02,0.13,0.03,,POINT (7.87 48)
114,114,DE,FREIBURG(BZS),7.87,48.0,1986-05-06,7,12.31,0.13,0.03,0.04,POINT (7.87 48)
115,115,DE,FREIBURG(BZS),7.87,48.0,1986-05-06,18,11.26,0.18,0.04,,POINT (7.87 48)
116,116,DE,FREIBURG(BZS),7.87,48.0,1986-05-07,7,12.15,0.08900000000000001,0.021,0.07,POINT (7.87 48)
117,117,DE,FREIBURG(BZS),7.87,48.0,1986-05-07,17,10.1,0.015,0.0016,,POINT (7.87 48)
118,118,DE,FREIBURG(BZS),7.87,48.0,1986-05-08,7,14.23,0.012,0.0019,0.02,POINT (7.87 48)
119,119,DE,FREIBURG(BZS),7.87,48.0,1986-05-08,17,9.34,0.015,0.0022,,POINT (7.87 48)
120,120,DE,FREIBURG(BZS),7.87,48.0,1986-05-09,7,14.17,0.013,0.0013,0.01,POINT (7.87 48)
121,121,DE,FREIBURG(BZS),7.87,48.0,1986-05-10,7,23.4,0.01,0.0014,,POINT (7.87 48)
122,122,DE,FREIBURG(BZS),7.87,48.0,1986-05-11,9,25.5,0.0035,0.0,0.02,POINT (7.87 48)
123,123,DE,FREIBURG(BZS),7.87,48.0,1986-05-12,9,23.45,0.0002,0.0,,POINT (7.87 48)
124,124,DE,FREIBURG(BZS),7.87,48.0,1986-05-13,7,18.44,0.0029,0.0,0.01,POINT (7.87 48)
125,125,DE,FREIBURG(BZS),7.87,48.0,1986-05-14,7,23.49,0.003,0.0,,POINT (7.87 48)
126,126,DE,FREIBURG(BZS),7.87,48.0,1986-05-15,7,23.57,0.0025,0.0,0.006,POINT (7.87 48)
127,127,DE,FREIBURG(DWD),7.87,48.0,1986-05-01,0,24.0,0.059,0.0074,,POINT (7.87 48)
128,128,DE,FREIBURG(DWD),7.87,48.0,1986-05-02,0,24.0,5.66,2.257,0.008,POINT (7.87 48)
129,129,DE,FREIBURG(DWD),7.87,48.0,1986-05-03,0,24.0,1.7,0.481,,POINT (7.87 48)
130,130,DE,FREIBURG(DWD),7.87,48.0,1986-05-04,0,24.0,5.44,1.258,0.003,POINT (7.87 48)
131,131,DE,FREIBURG(DWD),7.87,48.0,1986-05-05,0,24.0,0.226,0.063,,POINT (7.87 48)
132,132,DE,FREIBURG(DWD),7.87,48.0,1986-05-09,0,24.0,0.222,0.104,0.005,POINT (7.87 48)
133,133,DE,FREIBURG(DWD),7.87,48.0,1986-05-10,0,24.0,0.025,0.0041,,POINT (7.87 48)
134,134,DE,FREIBURG(DWD),7.87,48.0,1986-05-16,0,24.0,0.0048,0.001,,POINT (7.87 48)
135,135,DE,FREIBURG(DWD),7.87,48.0,1986-05-23,0,24.0,0.003,0.0013,,POINT (7.87 48)
136,136,DE,FREIBURG(DWD),7.87,48.0,1986-05-30,0,24.0,0.0017,0.0016,,POINT (7.87 48)
137,137,DE,GOETTINGEN,9.95,51.53,1986-04-30,8,20.0,0.0026,0.0,0.0012,POINT (9.949999999999999 51.53)
138,138,DE,GOETTINGEN,9.95,51.53,1986-05-02,7,17.0,0.0387,0.0,0.0049,POINT (9.949999999999999 51.53)
139,139,DE,GOETTINGEN,9.95,51.53,1986-05-02,16,7.0,4.2,0.62,1.3,POINT (9.949999999999999 51.53)
140,140,DE,GOETTINGEN,9.95,51.53,1986-05-03,16,24.0,0.89,0.0,0.27,POINT (9.949999999999999 51.53)
141,141,DE,GOETTINGEN,9.95,51.53,1986-05-04,14,21.0,1.1,0.2,0.45,POINT (9.949999999999999 51.53)
142,142,DE,GOETTINGEN,9.95,51.53,1986-05-05,12,21.0,0.79,0.15,0.31,POINT (9.949999999999999 51.53)
143,143,DE,GOETTINGEN,9.95,51.53,1986-05-05,15,3.0,2.0,0.34,0.86,POINT (9.949999999999999 51.53)
144,144,DE,GOETTINGEN,9.95,51.53,1986-05-06,8,16.0,0.57,0.0,0.39,POINT (9.949999999999999 51.53)
145,145,DE,GOETTINGEN,9.95,51.53,1986-05-06,16,8.0,0.62,0.11,0.23,POINT (9.949999999999999 51.53)
146,146,DE,GOETTINGEN,9.95,51.53,1986-05-07,10,18.0,0.3,0.08,0.16,POINT (9.949999999999999 51.53)
147,147,DE,GOETTINGEN,9.95,51.53,1986-05-07,16,6.0,0.08199999999999999,0.009000000000000001,0.017,POINT (9.949999999999999 51.53)
148,148,DE,GOETTINGEN,9.95,51.53,1986-05-09,7,39.3,0.03,0.0019,0.0039,POINT (9.949999999999999 51.53)
149,149,DE,GOETTINGEN,9.95,51.53,1986-05-12,8,73.0,0.0085,0.0008,0.0016,POINT (9.949999999999999 51.53)
150,150,DE,GOETTINGEN,9.95,51.53,1986-05-13,9,25.0,0.012,0.0027,0.0041,POINT (9.949999999999999 51.53)
151,151,DE,GOETTINGEN,9.95,51.53,1986-05-14,9,24.0,0.009000000000000001,0.0011,0.0018,POINT (9.949999999999999 51.53)
152,152,DE,GOETTINGEN,9.95,51.53,1986-05-15,9,23.3,0.0072,0.0007,0.0016,POINT (9.949999999999999 51.53)
153,153,DE,GOETTINGEN,9.95,51.53,1986-05-16,9,24.0,0.0062,0.0016,0.0035,POINT (9.949999999999999 51.53)
154,154,DE,GOETTINGEN,9.95,51.53,1986-05-18,9,48.0,0.0047,0.0017,0.0033,POINT (9.949999999999999 51.53)
155,155,DE,GOETTINGEN,9.95,51.53,1986-05-20,9,48.0,0.0027,0.0011,0.002,POINT (9.949999999999999 51.53)
156,156,DE,GOETTINGEN,9.95,51.53,1986-05-21,8,23.0,0.003,0.0015,0.0028,POINT (9.949999999999999 51.53)
157,157,DE,GOETTINGEN,9.95,51.53,1986-05-22,8,24.3,0.0021,0.0008,0.0015,POINT (9.949999999999999 51.53)
158,158,DE,GOETTINGEN,9.95,51.53,1986-05-23,8,24.0,0.003,0.0009,0.0023,POINT (9.949999999999999 51.53)
159,159,DE,GOETTINGEN,9.95,51.53,1986-05-25,11,50.3,0.0017,0.001,0.0018,POINT (9.949999999999999 51.53)
160,160,DE,GOETTINGEN,9.95,51.53,1986-05-26,9,22.3,0.0022,0.0009,0.002,POINT (9.949999999999999 51.53)
161,161,DE,GOETTINGEN,9.95,51.53,1986-05-27,9,24.0,0.0031,0.0013,0.0024,POINT (9.949999999999999 51.53)
162,162,DE,GOETTINGEN,9.95,51.53,1986-05-28,9,24.0,0.0023,0.0009,0.0018,POINT (9.949999999999999 51.53)
163,163,DE,GOETTINGEN,9.95,51.53,1986-05-29,9,24.0,0.0012,0.0007,0.0012,POINT (9.949999999999999 51.53)
164,164,DE,GOETTINGEN,9.95,51.53,1986-05-30,9,24.0,0.00091,0.00029,0.0006799999999999999,POINT (9.949999999999999 51.53)
165,165,DE,HANNOVER,9.73,52.38,1986-05-01,9,24.0,0.001,0.0,0.0,POINT (9.73 52.38)
166,166,DE,HANNOVER,9.73,52.38,1986-05-02,9,24.0,0.018000000000000002,0.0,0.0,POINT (9.73 52.38)
167,167,DE,HANNOVER,9.73,52.38,1986-05-03,9,24.0,0.389,0.037000000000000005,0.07400000000000001,POINT (9.73 52.38)
168,168,DE,HANNOVER,9.73,52.38,1986-05-04,9,24.0,0.629,0.093,0.189,POINT (9.73 52.38)
169,169,DE,HANNOVER,9.73,52.38,1986-05-05,9,24.0,0.444,0.067,0.13,POINT (9.73 52.38)
170,170,DE,HANNOVER,9.73,52.38,1986-05-06,9,24.0,0.392,0.107,0.226,POINT (9.73 52.38)
171,171,DE,HANNOVER,9.73,52.38,1986-05-07,9,24.0,0.192,0.046,0.093,POINT (9.73 52.38)
172,172,DE,HANNOVER,9.73,52.38,1986-05-08,9,24.0,0.02,0.002,0.004,POINT (9.73 52.38)
173,173,DE,HANNOVER,9.73,52.38,1986-05-09,9,24.0,0.01,0.0007,0.0015,POINT (9.73 52.38)
174,174,DE,HANNOVER,9.73,52.38,1986-05-10,9,24.0,0.008,0.0004,0.0015,POINT (9.73 52.38)
175,175,DE,HANNOVER,9.73,52.38,1986-05-11,9,24.0,0.004,0.0,0.001,POINT (9.73 52.38)
176,176,DE,HANNOVER,9.73,52.38,1986-05-12,9,24.0,0.0072,0.0007,0.0009,POINT (9.73 52.38)
177,177,DE,HANNOVER,9.73,52.38,1986-05-14,9,24.0,0.004,0.0007,0.0014,POINT (9.73 52.38)
178,178,DE,HANNOVER,9.73,52.38,1986-05-26,9,24.0,0.0021,0.0009,0.0019,POINT (9.73 52.38)
179,179,DE,KARLSRUHE,8.67,49.0,1986-04-30,17,24.0,0.0,0.005,0.016,POINT (8.67 49)
180,180,DE,KARLSRUHE,8.67,49.0,1986-05-01,11,18.0,0.0,0.0062,0.012,POINT (8.67 49)
181,181,DE,KARLSRUHE,8.67,49.0,1986-05-01,17,6.0,0.0,1.9,3.7,POINT (8.67 49)
182,182,DE,KARLSRUHE,8.67,49.0,1986-05-02,11,18.0,0.0,3.3,5.9,POINT (8.67 49)
183,183,DE,KARLSRUHE,8.67,49.0,1986-05-02,17,6.0,0.0,2.9,5.2,POINT (8.67 49)
184,184,DE,KARLSRUHE,8.67,49.0,1986-05-03,11,18.0,0.0,1.0,2.5,POINT (8.67 49)
185,185,DE,KARLSRUHE,8.67,49.0,1986-05-03,17,6.0,0.0,0.63,1.5,POINT (8.67 49)
186,186,DE,KARLSRUHE,8.67,49.0,1986-05-04,11,18.0,0.0,0.28,0.56,POINT (8.67 49)
187,187,DE,KARLSRUHE,8.67,49.0,1986-05-04,17,6.0,0.0,0.0037,0.069,POINT (8.67 49)
188,188,DE,KARLSRUHE,8.67,49.0,1986-05-05,11,18.0,0.0,0.08800000000000001,0.17,POINT (8.67 49)
189,189,DE,KARLSRUHE,8.67,49.0,1986-05-05,17,6.0,0.0,0.08,0.13,POINT (8.67 49)
190,190,DE,KARLSRUHE,8.67,49.0,1986-05-06,11,18.0,0.0,0.049,0.095,POINT (8.67 49)
191,191,DE,KARLSRUHE,8.67,49.0,1986-05-06,17,6.0,0.0,0.051,0.11,POINT (8.67 49)
192,192,DE,KARLSRUHE,8.67,49.0,1986-05-07,11,18.0,0.0,0.032,0.078,POINT (8.67 49)
193,193,DE,KARLSRUHE,8.67,49.0,1986-05-08,11,18.0,0.0,0.0019,0.0027,POINT (8.67 49)
194,194,DE,KARLSRUHE,8.67,49.0,1986-05-09,11,24.0,0.0,0.0013,0.002,POINT (8.67 49)
195,195,DE,KARLSRUHE,8.67,49.0,1986-05-10,11,24.0,0.0,0.0022,0.0032,POINT (8.67 49)
196,196,DE,KARLSRUHE,8.67,49.0,1986-05-11,11,24.0,0.0,0.0,0.0017,POINT (8.67 49)
197,197,DE,KARLSRUHE,8.67,49.0,1986-05-12,11,24.0,0.0,0.0,0.00092,POINT (8.67 49)
198,198,DE,KARLSRUHE,8.67,49.0,1986-05-14,11,48.0,0.0,0.0,0.00081,POINT (8.67 49)
199,199,DE,MEINERZHAGEN,7.65,51.11,1986-05-01,0,24.0,0.715,0.0,0.368,POINT (7.65 51.11)
200,200,DE,MEINERZHAGEN,7.65,51.11,1986-05-02,0,24.0,1.921,0.0,1.064,POINT (7.65 51.11)
201,201,DE,MEINERZHAGEN,7.65,51.11,1986-05-03,0,24.0,1.379,0.0,0.757,POINT (7.65 51.11)
202,202,DE,MEINERZHAGEN,7.65,51.11,1986-05-04,0,24.0,0.354,0.0,0.18,POINT (7.65 51.11)
203,203,DE,MEINERZHAGEN,7.65,51.11,1986-05-05,0,24.0,0.425,0.0,0.309,POINT (7.65 51.11)
204,204,DE,MEINERZHAGEN,7.65,51.11,1986-05-06,0,24.0,0.213,0.0,0.179,POINT (7.65 51.11)
205,205,DE,MEINERZHAGEN,7.65,51.11,1986-05-07,0,24.0,0.222,0.0,0.077,POINT (7.65 51.11)
206,206,DE,NEUHERBERG,11.58,48.13,1986-04-30,10,20.15,1.1,0.26,0.59,POINT (11.58 48.13)
207,207,DE,NEUHERBERG,11.58,48.13,1986-04-30,14,4.0,21.0,4.0,9.2,POINT (11.58 48.13)
208,208,DE,NEUHERBERG,11.58,48.13,1986-04-30,18,3.15,9.3,1.7,3.7,POINT (11.58 48.13)
209,209,DE,NEUHERBERG,11.58,48.13,1986-05-01,11,17.05,6.5,1.8,3.5,POINT (11.58 48.13)
210,210,DE,NEUHERBERG,11.58,48.13,1986-05-01,18,6.1,13.0,4.1,7.5,POINT (11.58 48.13)
211,211,DE,NEUHERBERG,11.58,48.13,1986-05-01,20,2.1,14.0,2.4,4.5,POINT (11.58 48.13)
212,212,DE,NEUHERBERG,11.58,48.13,1986-05-02,9,12.5,3.8,1.1,2.1,POINT (11.58 48.13)
213,213,DE,NEUHERBERG,11.58,48.13,1986-05-02,13,4.1,4.2,1.1,2.1,POINT (11.58 48.13)
214,214,DE,NEUHERBERG,11.58,48.13,1986-05-02,21,8.4,2.7,0.53,0.96,POINT (11.58 48.13)
215,215,DE,NEUHERBERG,11.58,48.13,1986-05-03,15,17.35,1.4,0.44,0.8,POINT (11.58 48.13)
216,216,DE,NEUHERBERG,11.58,48.13,1986-05-04,16,24.35,0.89,0.27,0.58,POINT (11.58 48.13)
217,217,DE,NEUHERBERG,11.58,48.13,1986-05-05,19,27.25,0.6,0.19,0.46,POINT (11.58 48.13)
218,218,DE,NEUHERBERG,11.58,48.13,1986-05-06,9,13.35,0.32,0.09,0.12,POINT (11.58 48.13)
219,219,DE,NEUHERBERG,11.58,48.13,1986-05-07,17,31.3,0.36,0.12,0.3,POINT (11.58 48.13)
220,220,DE,NEUHERBERG,11.58,48.13,1986-05-08,13,20.0,0.13,0.036000000000000004,0.077,POINT (11.58 48.13)
